,primary_fuel,state,county,postcode
4342,Coal,North Carolina,Cleveland County,
4343,Coal,Alabama,Jefferson County,35130.0
4344,Hydro,Michigan,Marquette County,49855.0
4345,Gas,Missouri,Greene County,65804.0
4346,Gas,Kansas,Finney County,67846.0
4347,Gas,Texas,Coke County,
4348,Oil,North Dakota,Stutsman County,58401.0
4349,Solar,North Carolina,Martin County,27846.0
4350,Solar,South Carolina,Calhoun County,
4351,Oil,Minnesota,Waseca County,56048.0
4352,Hydro,New York,Oneida County,13352.0
4353,Oil,Alaska,Sitka,99835.0
4354,Gas,South Carolina,Jasper County,
4355,Wind,Texas,Webb County,
4356,Wind,Texas,Webb County,
4357,Waste,Indiana,Jay County,47371.0
4358,Hydro,California,El Dorado County,
4359,Solar,Colorado,Jefferson County,80005.0
4360,Hydro,South Carolina,Berkeley County,29461.0
4361,Wind,Minnesota,Cottonwood County,
4362,Solar,New Jersey,Hudson County,7094.0
4363,Solar,Connecticut,Southeastern Connecticut COG,6249.0
4364,Solar,Wisconsin,Jefferson County,53549.0
4365,Gas,Pennsylvania,Philadelphia County,19154.0
4366,Solar,New York,Jefferson County,13615.0
4367,Hydro,Nebraska,Lincoln County,
4368,Coal,Kansas,Pottawatomie County,
4369,Wind,New Hampshire,Coos County,3570.0
4370,Wind,New York,Franklin County,12920.0
4371,Solar,New Jersey,Hudson County,7305.0
4372,Solar,New Jersey,Union County,7206.0
4373,Solar,New Jersey,Union County,7206.0
4374,Solar,North Carolina,Robeson County,28358.0
4375,Geothermal,Nevada,Pershing County,
4376,Wind,New Jersey,Atlantic County,8401.0
4377,Solar,South Carolina,Marion County,
4378,Wind,Minnesota,Lincoln County,
4379,Biomass,Georgia,Wayne County,
4380,Oil,Kansas,Hodgeman County,67854.0
4381,Wind,Oregon,Baker County,
4382,Oil,Connecticut,Southeastern Connecticut COG,6351.0
4383,Solar,Arizona,Maricopa County,86260.0
4384,Coal,Wyoming,Sweetwater County,
4385,Hydro,Wisconsin,Chippewa County,54748.0
4386,Wind,Massachusetts,Berkshire County,1237.0
4387,Gas,Puerto Rico,,785.0
4388,Hydro,South Carolina,Pickens County,
4389,Solar,Illinois,Williamson County,62918.0
4390,Coal,Pennsylvania,Schuylkill County,17931.0
4391,Hydro,Oregon,Klamath County,
4392,Hydro,Washington,Klickitat County,
4393,Oil,Iowa,Dubuque County,
4394,Coal,West Virginia,Putnam County,25159.0
4395,Hydro,Virginia,Mecklenburg County,23915.0
4396,Waste,Michigan,Baraga County,49946.0
4397,Geothermal,California,Imperial County,92233.0
4398,Coal,Wisconsin,Buffalo County,
4399,Gas,Florida,Alachua County,32601.0
4400,Gas,South Carolina,Anderson County,29684.0
4401,Gas,Tennessee,Hawkins County,38757.0
4402,Coal,Missouri,Greene County,65619.0
4403,Coal,Arkansas,Hempstead County,
4404,Oil,Kansas,Stanton County,
4405,Hydro,Nebraska,Gosper County,
4406,Solar,Minnesota,Chisago County,55012.0
4407,Hydro,Nebraska,Gosper County,
4408,Solar,Indiana,Johnson County,46131.0
4409,Gas,Texas,Johnson County,
4410,Hydro,Wisconsin,Marinette County,
4411,Solar,Minnesota,Chisago County,55056.0
4412,Solar,New Jersey,Gloucester County,8066.0
4413,Solar,Minnesota,Pipestone County,56164.0
4414,Biomass,Pennsylvania,Elk County,15845.0
4415,Gas,Tennessee,Humphreys County,37134.0
4416,Hydro,New York,Rensselaer County,12094.0
4417,Waste,Rhode Island,Providence County,2921.0
4418,Solar,Rhode Island,Providence County,2919.0
4419,Solar,New York,Fulton County,12095.0
4420,Solar,New York,Fulton County,12078.0
4421,Gas,Illinois,Will County,60436.0
4422,Gas,Illinois,Will County,60436.0
4423,Gas,Texas,Lubbock County,79366.0
4424,Hydro,Alabama,Autauga County,36703.0
4425,Hydro,California,El Dorado County,
4426,Oil,Nebraska,Douglas County,68108.0
4427,Gas,Arkansas,Craighead County,72401.0
4428,Coal,Illinois,Massac County,62953.0
4429,Solar,New Jersey,Middlesex County,7080.0
4430,Hydro,Alabama,Elmore County,36680.0
4431,Hydro,North Carolina,Chatham County,27559.0
4432,Hydro,Utah,Wasatch County,
4433,Gas,New York,,11232.0
4434,Nuclear,Alabama,Houston County,
4435,Hydro,California,Shasta County,
4436,Wind,Montana,Wheatland County,59036.0
4437,Oil,Colorado,Sedgwick County,80744.0
4438,Wind,Minnesota,Lincoln County,
4439,Wind,Iowa,Greene County,50129.0
4440,Solar,New Jersey,Hunterdon County,8822.0
4441,Gas,Pennsylvania,Blair County,16601.0
4442,Wind,Washington,Klickitat County,99322.0
4443,Gas,California,Santa Clara County,94089.0
4444,Hydro,Oregon,Deschutes County,
4445,Wind,Minnesota,Jackson County,56187.0
4446,Wind,Minnesota,Pipestone County,56186.0
4447,Wind,Minnesota,Jackson County,56150.0
4448,Storage,New York,Saratoga County,
4449,Storage,Missouri,Jackson County,64110.0
4450,Solar,New Jersey,Cumberland County,8302.0
4451,Solar,New Jersey,Monmouth County,7728.0
4452,Solar,New Jersey,Ocean County,
4453,Solar,Hawaii,Kauaʻi County,96766.0
4454,Wind,Oklahoma,Texas County,
4455,Wind,Oklahoma,Texas County,
4456,Solar,Hawaii,Kauaʻi County,96703.0
4457,Solar,Hawaii,Kauaʻi County,96756.0
4458,Solar,Massachusetts,Worcester County,1452.0
4459,Gas,California,Alameda County,94577.0
4460,Gas,California,Los Angeles County,90710.0
4461,Wind,Minnesota,Jackson County,
4462,Oil,Hawaii,Honolulu County,96707.0
4463,Wind,Hawaii,Maui County,
4464,Wind,Hawaii,Maui County,
4465,Hydro,Hawaii,Maui County,96779.0
4466,Oil,Missouri,Clark County,63445.0
4467,Wind,Hawaii,Honolulu County,96731.0
4468,Oil,Hawaii,Maui County,96732.0
4469,Gas,California,Contra Costa County,94531.0
4470,Waste,California,Los Angeles County,90242.0
4471,Gas,California,Orange County,92806.0
4472,Gas,California,Napa County,94559.0
4473,Biomass,California,CAL Fire San Bernardino Unit,91761.0
4474,Gas,California,Alameda County,94588.0
4475,Oil,Alaska,Petersburg Borough,99830.0
4476,Oil,Hawaii,Honolulu County,96707.0
4477,Solar,Hawaii,Honolulu County,96707.0
4478,Solar,Hawaii,Honolulu County,96707.0
4479,Hydro,Hawaii,Kauaʻi County,96741.0
4480,Gas,Michigan,Kalamazoo County,49048.0
4481,Solar,Oregon,Marion County,97305.0
4482,Gas,Michigan,Kalkaska County,49680.0
4483,Hydro,New York,Jefferson County,13612.0
4484,Gas,Georgia,Jefferson County,30833.0
4485,Hydro,California,Butte County,
4486,Hydro,Illinois,Kankakee County,60901.0
4487,Oil,Hawaii,Hawaiʻi County,96720.0
4488,Gas,Missouri,Platte County,64153.0
4489,Hydro,Kansas,Douglas County,66044.0
4490,Biomass,North Carolina,Northampton County,27832.0
4491,Solar,Hawaii,Kauaʻi County,96746.0
4492,Other,Hawaii,Kauaʻi County,96766.0
4493,Solar,Hawaii,Honolulu County,96707.0
4494,Waste,South Carolina,Charleston County,29405.0
4495,Wind,Texas,San Patricio County,
4496,Wind,California,Riverside County,92258.0
4497,Wind,Minnesota,Pipestone County,56186.0
4498,Hydro,Alaska,Skagway,99840.0
4499,Oil,Alaska,Unorganized Borough,99609.0
4500,Solar,Massachusetts,Dukes County,2539.0
4501,Solar,North Carolina,Harnett County,27526.0
4502,Hydro,Wisconsin,Outagamie County,54113.0
4503,Gas,Wisconsin,Outagamie County,54130.0
4504,Biomass,Wisconsin,Outagamie County,54130.0
4505,Solar,Minnesota,Dodge County,55924.0
4506,Gas,Kansas,Wyandotte County,66105.0
4507,Hydro,Oklahoma,Kay County,
4508,Solar,Hawaii,Honolulu County,
4509,Wind,Hawaii,Honolulu County,96712.0
4510,Hydro,California,Tulare County,93271.0
4511,Hydro,California,Tulare County,93271.0
4512,Hydro,California,Tulare County,
4513,Gas,California,Tulare County,93291.0
4514,Wind,Oklahoma,Kay County,
4515,Solar,Arizona,Coconino County,
4516,Oil,Hawaii,Hawaiʻi County,
4517,Hydro,Nebraska,Buffalo County,68849.0
4518,Solar,Nebraska,Buffalo County,68847.0
4519,Solar,Massachusetts,Essex County,1913.0
4520,Solar,Massachusetts,Norfolk County,2019.0
4521,Solar,Massachusetts,Middlesex County,7120.0
4522,Solar,Massachusetts,Berkshire County,1230.0
4523,Solar,Massachusetts,Franklin County,1360.0
4524,Solar,Massachusetts,Hampshire County,1033.0
4525,Solar,New York,Fulton County,12078.0
4526,Solar,New York,Fulton County,12078.0
4527,Solar,Massachusetts,Franklin County,1376.0
4528,Solar,New York,Fulton County,13329.0
4529,Solar,Rhode Island,South County,2879.0
4530,Solar,Rhode Island,South County,2892.0
4531,Solar,Massachusetts,Hampden County,1077.0
4532,Solar,Massachusetts,Worcester County,1525.0
4533,Solar,Massachusetts,Middlesex County,1887.0
4534,Wind,Texas,Jack County,
4535,Solar,North Carolina,Johnston County,27524.0
4536,Wind,Oklahoma,Woodward County,73801.0
4537,Hydro,California,Trinity County,
4538,Solar,North Carolina,Bertie County,27847.0
4539,Solar,North Carolina,Bertie County,27847.0
4540,Gas,California,Santa Clara County,95116.0
4541,Wind,Illinois,Ford County,60919.0
4542,Hydro,California,Butte County,95966.0
4543,Solar,North Carolina,Vance County,27537.0
4544,Gas,Mississippi,Kemper County,
4545,Solar,North Carolina,Duplin County,28398.0
4546,Solar,North Carolina,Duplin County,
4547,Solar,North Carolina,Duplin County,28349.0
4548,Gas,Illinois,Kendall County,60447.0
4549,Gas,Massachusetts,Middlesex County,2142.0
4550,Gas,New Jersey,Union County,7204.0
4551,Cogeneration,Utah,Salt Lake County,
4552,Gas,New York,,11430.0
4553,Solar,North Carolina,Duplin County,28398.0
4554,Coal,Kentucky,Hancock County,
4555,Solar,North Carolina,Warren County,27563.0
4556,Gas,Missouri,Dunklin County,63857.0
4557,Solar,Maryland,Kent County,21678.0
4558,Waste,Michigan,Kent County,49503.0
4559,Solar,Delaware,Kent County,19963.0
4560,Solar,Maryland,Kent County,21645.0
4561,Hydro,New York,Clinton County,12962.0
4562,Hydro,Kentucky,Livingston County,42045.0
4563,Biomass,Kentucky,Hancock County,47520.0
4564,Oil,Minnesota,Goodhue County,55946.0
4565,Hydro,Iowa,Lee County,52632.0
4566,Hydro,South Carolina,Pickens County,
4567,Hydro,California,Madera County,
4568,Hydro,California,Fresno County,
4569,Hydro,California,Kern County,
4570,Gas,California,Kern County,
4571,Gas,California,Kern County,93307.0
4572,Hydro,California,Kern County,
4573,Hydro,California,Kern County,93238.0
4574,Gas,California,Kern County,93305.0
4575,Gas,California,Kern County,93305.0
4576,Hydro,California,Shasta County,6003.0
4577,Hydro,Alaska,Ketchikan Gateway,99901.0
4578,Solar,California,Los Angeles County,93535.0
4579,Solar,California,Los Angeles County,93535.0
4580,Biomass,Idaho,Jefferson County,
4581,Waste,Washington,Stevens County,
4582,Solar,California,Kings County,
4583,Solar,California,San Joaquin County,95237.0
4584,Gas,Maryland,Prince George's County,20613.0
4585,Coal,Pennsylvania,Armstrong County,15736.0
4586,Hydro,Oklahoma,Tulsa County,74060.0
4587,Waste,Pennsylvania,Lackawanna County,18512.0
4588,Solar,Pennsylvania,Lancaster County,17531.0
4589,Gas,Oklahoma,Pittsburg County,74553.0
4590,Oil,Alaska,Northwest Arctic,99749.0
4591,Wind,Maine,Franklin County,
4592,Waste,California,Sacramento County,95683.0
4593,Solar,Hawaii,Maui County,
4594,Hydro,California,Shasta County,96096.0
4595,Hydro,Wisconsin,Columbia County,53965.0
4596,Solar,California,San Diego County,92130.0
4597,Oil,Nebraska,Kimball County,69145.0
4598,Wind,Nebraska,Kimball County,69145.0
4599,Gas,Alabama,Mobile County,36610.0
4600,Gas,Connecticut,Western Connecticut COG,6776.0
4601,Hydro,Wisconsin,Outagamie County,54136.0
4602,Solar,Georgia,Troup County,30240.0
4603,Coal,Illinois,Christian County,62544.0
4604,Solar,New York,,10309.0
4605,Oil,North Dakota,Cass County,
4606,Waste,Virginia,King and Queen County,
4607,Gas,California,Monterey County,93930.0
4608,Gas,California,Monterey County,93930.0
4609,Oil,Alaska,Aleutians East,99612.0
4610,Hydro,Georgia,Richmond County,30904.0
4611,Wind,Texas,Upton County,
4612,Solar,California,Kern County,
4613,Solar,California,Kern County,
4614,Wind,Vermont,Orleans County,5847.0
4615,Gas,Oklahoma,Kingfisher County,73750.0
4616,Wind,Oklahoma,Kingfisher County,73016.0
4617,Wind,Arizona,Mohave County,
4618,Gas,Kansas,Kingman County,
4619,Wind,Kansas,Pratt County,
4620,Solar,Georgia,Camden County,31547.0
4621,Oil,California,Placer County,96143.0
4622,Hydro,New York,Lewis County,13619.0
4623,Gas,North Carolina,Cleveland County,28086.0
4624,Solar,New York,Suffolk County,11754.0
4625,Solar,New York,Suffolk County,11754.0
4626,Gas,New York,,11234.0
4627,Hydro,California,Fresno County,
4628,Storage,Texas,Travis County,78721.0
4629,Oil,New York,,11203.0
4630,Gas,California,Fresno County,93662.0
4631,Solar,California,Tulare County,93631.0
4632,Hydro,Michigan,Dickinson County,49802.0
4633,Hydro,Nebraska,Keith County,
4634,Coal,Tennessee,Roane County,37748.0
4635,Wind,Massachusetts,Plymouth County,2364.0
4636,Solar,Maryland,Baltimore County,21087.0
4637,Gas,Illinois,Marion County,62875.0
4638,Hydro,Connecticut,Naugatuck Valley COG,6483.0
4639,Solar,New Jersey,Gloucester County,8080.0
4640,Solar,North Carolina,Lenoir County,28538.0
4641,Solar,North Carolina,Lenoir County,28504.0
4642,Solar,North Carolina,Lenoir County,28530.0
4643,Solar,North Carolina,Duplin County,28398.0
4644,Wind,Iowa,Linn County,
4645,Biomass,Illinois,Winnebago County,61109.0
4646,Solar,New Mexico,Taos County,87512.0
4647,Wind,Colorado,Kit Carson County,80807.0
4648,Oil,Alaska,Northwest Arctic,99750.0
4649,Gas,Oregon,Klamath County,97634.0
4650,Gas,Oregon,Klamath County,97634.0
4651,Solar,Oregon,Klamath County,97603.0
4652,Oil,Alaska,Unorganized Borough,99925.0
4653,Hydro,Michigan,Cheboygan County,49792.0
4654,Gas,Connecticut,Lower Connecticut River Valley COG,6457.0
4655,Wind,Oregon,Sherman County,
4656,Wind,Oregon,Sherman County,
4657,Wind,Oregon,Sherman County,
4658,Solar,New York,Albany County,12009.0
4659,Hydro,Minnesota,Carlton County,
4660,Solar,Pennsylvania,Adams County,17304.0
4661,Gas,Texas,Gregg County,
4662,Storage,Iowa,Marion County,50138.0
4663,Oil,Iowa,Marion County,50138.0
4664,Waste,Minnesota,Scott County,55379.0
4665,Oil,Alaska,Kodiak Island,99615.0
4666,Solar,California,San Bernardino County,92408.0
4667,Solar,North Carolina,Nash County,27807.0
4668,Solar,Indiana,Howard County,46902.0
4669,Hydro,Washington,Whatcom County,
4670,Solar,Minnesota,Blue Earth County,56063.0
4671,Hydro,Wyoming,Carbon County,
4672,Hydro,New York,Lewis County,13368.0
4673,Oil,Alaska,Kusilvak Census Area,99620.0
4674,Oil,Alaska,Northwest Arctic,
4675,Hydro,Idaho,Gooding County,
4676,Oil,Alaska,Nome,
4677,Solar,Minnesota,Renville County,55342.0
4678,Solar,Minnesota,Renville County,56284.0
4679,Solar,Hawaii,Maui County,96761.0
4680,Wind,California,CAL Fire San Diego Unit,91905.0
4681,Coal,Ohio,Gallia County,45620.0
4682,Gas,California,San Diego County,92123.0
4683,Gas,Arizona,Maricopa County,85283.0
4684,Gas,Mississippi,Coahoma County,38614.0
4685,Gas,North Carolina,New Hanover County,28401.0
4686,Solar,New Jersey,Burlington County,8048.0
4687,Waste,Pennsylvania,Lancaster County,17540.0
4688,Solar,New Jersey,Somerset County,8873.0
4689,Solar,New Jersey,Middlesex County,8831.0
4690,Solar,New Jersey,Middlesex County,8854.0
4691,Solar,Kentucky,Kenton County,41018.0
4692,Solar,California,Los Angeles County,
4693,Hydro,Wisconsin,Sawyer County,
4694,Storage,California,Orange County,92630.0
4695,Gas,New Mexico,Lea County,88260.0
4696,Wind,Ohio,Cuyahoga County,
4697,Gas,Louisiana,St. Mary Parish,70380.0
4698,Solar,Florida,Polk County,33810.0
4699,Oil,Connecticut,Southeastern Connecticut COG,6360.0
4700,Waste,Washington,Pierce County,98344.0
4701,Gas,Minnesota,Washington County,55016.0
4702,Gas,Wisconsin,Jefferson County,
4703,Gas,Louisiana,East Baton Rouge Parish,70803.0
4704,Solar,New Jersey,Cape May County,8251.0
4705,Oil,Kansas,Rush County,67548.0
4706,Coal,Kansas,Linn County,
4707,Oil,Wisconsin,Vernon County,54639.0
4708,Hydro,California,Stanislaus County,95329.0
4709,Solar,California,Fresno County,93706.0
4710,Oil,Colorado,Otero County,81050.0
4711,Gas,New Mexico,Valencia County,87002.0
4712,Gas,California,Kern County,93251.0
4713,Oil,Missouri,Macon County,63549.0
4714,Oil,Iowa,Black Hawk County,50651.0
4715,Solar,Arizona,Mohave County,86409.0
4716,Solar,Alabama,Chambers County,
4717,Hydro,Washington,Pierce County,98328.0
4718,Gas,Louisiana,Iberville Parish,70764.0
4719,Nuclear,Illinois,LaSalle County,
4720,Coal,Missouri,Franklin County,63055.0
4721,Solar,Oregon,Marion County,
4722,Hydro,New York,Essex County,12883.0
4723,Hydro,New York,Essex County,12883.0
4724,Gas,Pennsylvania,Lackawanna County,18434.0
4725,Hydro,Oregon,Linn County,97355.0
4726,Solar,Minnesota,Goodhue County,55066.0
4727,Gas,Virginia,Caroline County,22580.0
4728,Hydro,Wisconsin,Rusk County,54848.0
4729,Solar,Wisconsin,Chippewa County,54729.0
4730,Solar,Colorado,Boulder County,80026.0
4731,Solar,North Carolina,Cleveland County,28150.0
4732,Gas,Utah,Davis County,84025.0
4733,Gas,Tennessee,Haywood County,38063.0
4734,Biomass,California,Sonoma County,95407.0
4735,Solar,Utah,Beaver County,
4736,Hydro,Nevada,Churchill County,89406.0
4737,Solar,Minnesota,Stearns County,56320.0
4738,Oil,Wyoming,Teton County,
4739,Wind,Minnesota,Lincoln County,
4740,Wind,Minnesota,Pipestone County,56170.0
4741,Hydro,Georgia,Worth County,
4742,Gas,Arkansas,Hot Spring County,72104.0
4743,Cogeneration,Louisiana,Calcasieu Parish,70665.0
4744,Gas,Louisiana,Calcasieu Parish,70669.0
4745,Hydro,Utah,Wasatch County,
4746,Oil,Minnesota,Blue Earth County,56055.0
4747,Hydro,Alaska,,
4748,Solar,Minnesota,Le Sueur County,56082.0
4749,Gas,Illinois,Lake County,60045.0
4750,Waste,Illinois,Cook County,60082.0
4751,Solar,Florida,Polk County,33860.0
4752,Hydro,California,San Diego County,92029.0
4753,Gas,Texas,Dallas County,75150.0
4754,Hydro,North Carolina,Rutherford County,28746.0
4755,Hydro,West Virginia,Monongalia County,15451.0
4756,Hydro,California,Riverside County,92503.0
4757,Hydro,California,Mendocino County,95418.0
4758,Oil,Iowa,Winnebago County,50450.0
4759,Waste,Iowa,Winnebago County,50450.0
4760,Gas,California,Los Angeles County,91502.0
4761,Oil,Iowa,Dickinson County,51347.0
4762,Solar,Florida,Highlands County,33852.0
4763,Solar,Arizona,Maricopa County,
4764,Oil,South Dakota,Kingsbury County,57249.0
4765,Solar,Minnesota,Wright County,55313.0
4766,Wind,Minnesota,Otter Tail County,56579.0
4767,Gas,Missouri,Buchanan County,64504.0
4768,Gas,Connecticut,Northeastern Connecticut COG,6241.0
4769,Gas,Utah,Utah County,84042.0
4770,Solar,Minnesota,Carver County,55387.0
4771,Solar,Minnesota,Carver County,55387.0
4772,Wind,Michigan,Mason County,49454.0
4773,Gas,Minnesota,Martin County,
4774,Oil,Minnesota,Jackson County,56150.0
4775,Wind,Minnesota,Jackson County,56150.0
4776,Solar,Florida,Polk County,33811.0
4777,Solar,Florida,Polk County,33811.0
4778,Solar,Georgia,Lanier County,31635.0
4779,Oil,Illinois,Sangamon County,62723.0
4780,Wind,Minnesota,Clay County,56549.0
4781,Waste,Pennsylvania,Erie County,16509.0
4782,Solar,Massachusetts,Plymouth County,2349.0
4783,Solar,New Jersey,Ocean County,8701.0
4784,Solar,New Jersey,Ocean County,8701.0
4785,Wind,Minnesota,Lincoln County,56136.0
4786,Wind,Iowa,Kossuth County,50451.0
4787,Wind,Colorado,Prowers County,
4788,Gas,Texas,Lamar County,75460.0
4789,Gas,California,Solano County,
4790,Solar,Texas,Dawson County,79331.0
4791,Solar,Texas,Dawson County,79331.0
4792,Oil,Iowa,Decatur County,50140.0
4793,Solar,Texas,Menard County,76848.0
4794,Solar,Hawaii,Maui County,96763.0
4795,Solar,California,Los Angeles County,
4796,Solar,California,Los Angeles County,93535.0
4797,Waste,Pennsylvania,Lancaster County,17502.0
4798,Solar,California,Los Angeles County,93536.0
4799,Solar,California,Los Angeles County,
4800,Solar,California,Los Angeles County,93535.0
4801,Solar,California,Los Angeles County,93539.0
4802,Solar,California,Los Angeles County,93536.0
4803,Waste,Pennsylvania,Lancaster County,17555.0
4804,Oil,North Carolina,Rowan County,28088.0
4805,Solar,North Carolina,Wayne County,27530.0
4806,Oil,Minnesota,Fillmore County,55949.0
4807,Solar,Indiana,Harrison County,47136.0
4808,Solar,North Carolina,Jones County,
4809,Wind,North Dakota,Cavalier County,58269.0
4810,Solar,North Carolina,Johnston County,27524.0
4811,Wind,North Dakota,Cavalier County,58269.0
4812,Wind,North Dakota,Cavalier County,58260.0
4813,Gas,South Dakota,Pennington County,57709.0
4814,Solar,Minnesota,Olmsted County,55920.0
4815,Wind,Texas,Schleicher County,
4816,Gas,Idaho,Payette County,
4817,Solar,North Carolina,Wilson County,27822.0
4818,Solar,North Carolina,Duplin County,28518.0
4819,Solar,Hawaii,Honolulu County,96797.0
4820,Coal,Iowa,Allamakee County,52151.0
4821,Gas,Michigan,Ingham County,48910.0
4822,Gas,Florida,Bay County,32409.0
4823,Solar,Texas,Andrews County,79714.0
4824,Coal,Wyoming,Platte County,82201.0
4825,Gas,Texas,Webb County,78041.0
4826,Solar,Georgia,DeKalb County,30030.0
4827,Wind,Nebraska,Boone County,
4828,Gas,California,San Diego County,92154.0
4829,Oil,Kansas,Pawnee County,67550.0
4830,Gas,Florida,Polk County,33805.0
4831,Oil,Colorado,Bent County,81054.0
4832,Gas,Nevada,Clark County,89030.0
4833,Solar,New Mexico,San Miguel County,
4834,Solar,Nevada,Clark County,89142.0
4835,Solar,California,Los Angeles County,91302.0
4836,Hydro,Idaho,Caribou County,
4837,Hydro,Idaho,Twin Falls County,
4838,Wind,Utah,San Juan County,
4839,Solar,Tennessee,Hardeman County,38075.0
4840,Gas,Florida,Broward County,33314.0
4841,Gas,Nebraska,Cedar County,68745.0
4842,Hydro,Kentucky,Laurel County,40744.0
4843,Wind,Pennsylvania,Lycoming County,
4844,Wind,West Virginia,Barbour County,26283.0
4845,Waste,Kentucky,Laurel County,40737.0
4846,Wind,Iowa,Marshall County,50141.0
4847,Oil,Iowa,Pocahontas County,50554.0
4848,Solar,North Carolina,Scotland County,28352.0
4849,Solar,North Carolina,Scotland County,28352.0
4850,Solar,North Carolina,Robeson County,28364.0
4851,Storage,Minnesota,Rock County,56116.0
4852,Oil,Oklahoma,Harper County,73848.0
4853,Solar,California,Sonoma County,95430.0
4854,Gas,Indiana,Lawrence County,
4855,Solar,Minnesota,Chisago County,55074.0
4856,Coal,Kansas,Douglas County,
4857,Hydro,Massachusetts,Essex County,1840.0
4858,Gas,Indiana,Dearborn County,41080.0
4859,Hydro,Alabama,Chilton County,35046.0
4860,Solar,Minnesota,Rice County,55052.0
4861,Hydro,Oregon,Lane County,97478.0
4862,Biomass,Mississippi,Perry County,39464.0
4863,Wind,Oregon,Gilliam County,
4864,Wind,Oregon,Gilliam County,
4865,Solar,New York,Suffolk County,11933.0
4866,Oil,Connecticut,Southeastern Connecticut COG,6249.0
4867,Solar,New Jersey,Hunterdon County,8826.0
4868,Solar,Missouri,Laclede County,65536.0
4869,Solar,Massachusetts,Worcester County,1535.0
4870,Gas,New York,Rockland County,10965.0
4871,Gas,North Carolina,Wayne County,
4872,Waste,South Carolina,Lee County,29010.0
4873,Waste,Florida,Lee County,33905.0
4874,Hydro,Arkansas,Crawford County,72956.0
4875,Gas,Illinois,Lee County,61057.0
4876,Solar,Massachusetts,Berkshire County,1242.0
4877,Hydro,Virginia,Campbell County,24571.0
4878,Solar,North Carolina,Edgecombe County,27891.0
4879,Solar,Florida,Polk County,33884.0
4880,Solar,Massachusetts,Worcester County,1611.0
4881,Coal,North Dakota,Mercer County,58571.0
4882,Hydro,Oregon,Douglas County,
4883,Hydro,Oregon,Douglas County,
4884,Oil,Alaska,,99801.0
4885,Solar,Minnesota,Steele County,55060.0
4886,Solar,California,Kings County,93245.0
4887,Wind,New Hampshire,Sullivan County,3605.0
4888,Solar,Indiana,Marion County,46219.0
4889,Waste,Michigan,Shiawassee County,
4890,Solar,North Carolina,Lenoir County,
4891,Solar,North Carolina,Lenoir County,28530.0
4892,Oil,Iowa,Taylor County,50851.0
4893,Solar,Minnesota,Murray County,56151.0
4894,Solar,Massachusetts,Worcester County,1453.0
4895,Solar,Massachusetts,Middlesex County,1887.0
4896,Gas,Texas,Bexar County,78211.0
4897,Solar,Texas,Hunt County,
4898,Wind,Iowa,Hardin County,50006.0
4899,Solar,Massachusetts,Plymouth County,
4900,Solar,New York,Wyoming County,14066.0
4901,Coal,Montana,Richland County,59270.0
4902,Gas,Texas,Montgomery County,
4903,Hydro,Alabama,Walker County,35504.0
4904,Hydro,New York,Niagara County,14092.0
4905,Solar,North Carolina,Bertie County,27847.0
4906,Hydro,Texas,Denton County,75010.0
4907,Oil,North Carolina,Davidson County,27292.0
4908,Oil,North Carolina,Davidson County,
4909,Hydro,Montana,Lincoln County,
4910,Gas,Pennsylvania,Delaware County,19022.0
4911,Solar,California,CAL Fire Kern County,93312.0
4912,Waste,Indiana,White County,47960.0
4913,Solar,Wisconsin,Vernon County,54665.0
4914,Solar,Minnesota,Pope County,56334.0
4915,Solar,New York,Genesee County,14020.0
4916,Gas,Louisiana,Caddo Parish,71061.0
4917,Gas,California,Alameda County,94566.0
4918,Gas,California,San Diego County,92011.0
4919,Hydro,New York,Oswego County,13302.0
4920,Geothermal,New Mexico,Hidalgo County,88020.0
4921,Wind,Massachusetts,Bristol County,2726.0
4922,Solar,North Carolina,Harnett County,
4923,Hydro,Washington,Mason County,
4924,Oil,Indiana,Marion County,46221.0
4925,Oil,Iowa,Cerro Gordo County,50401.0
4926,Hydro,California,Butte County,
4927,Wind,Oregon,Baker County,
4928,Solar,South Carolina,Spartanburg County,29307.0
4929,Nuclear,Pennsylvania,Montgomery County,19468.0
4930,Solar,Vermont,Chittenden County,5482.0
4931,Coal,Texas,Limestone County,
4932,Gas,Colorado,Lincoln County,80828.0
4933,Wind,Colorado,Lincoln County,80818.0
4934,Wind,Colorado,Lincoln County,
4935,Wind,Colorado,Lincoln County,80804.0
4936,Oil,Kansas,Lincoln County,67455.0
4937,Solar,New York,Suffolk County,11741.0
4938,Gas,North Carolina,Lincoln County,28164.0
4939,Solar,Pennsylvania,Philadelphia County,19148.0
4940,Gas,Illinois,Will County,60449.0
4941,Wind,Minnesota,Lincoln County,
4942,Wind,Minnesota,Lincoln County,
4943,Waste,California,Placer County,95765.0
4944,Solar,Indiana,Lake County,46410.0
4945,Solar,North Carolina,Rutherford County,28018.0
4946,Oil,North Carolina,Lincoln County,28092.0
4947,Solar,Minnesota,Carver County,55397.0
4948,Wind,North Dakota,Williams County,
4949,Solar,California,San Diego County,92101.0
4950,Solar,California,San Diego County,92101.0
4951,Gas,California,Los Angeles County,90744.0
4952,Gas,New Jersey,Union County,7202.0
4953,Solar,New Jersey,Union County,7202.0
4954,Wind,Washington,Klickitat County,
4955,Solar,California,Tulare County,93247.0
4956,Solar,Minnesota,Chisago County,
4957,Solar,Illinois,Will County,60449.0
